longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_encode,median_house_value,ocean_proximity
-121.94,37.95,18,2541,438,986,346,7.1978,4,288000,INLAND
-121.91,37.93,13,1610,438,703,217,8.7059,4,329400,INLAND
-121.94,37.94,26,1299,438,533,180,6.2296,4,291700,INLAND
-121.94,37.93,16,3421,438,1341,428,7.5695,4,320400,INLAND
-121.93,37.93,16,2876,438,1089,377,6.299,4,286900,INLAND
-121.93,37.93,16,2169,438,877,245,6.6049,4,312600,INLAND
-121.95,37.94,27,1469,438,578,219,5.9346,4,253600,INLAND
-122.25,38.02,16,1803,438,946,266,5.7001,0,205100,NEAR BAY
-122.25,38.03,15,3338,438,1834,520,5.6293,0,197600,NEAR BAY
-122.21,38.02,15,2150,438,1094,324,6.0224,0,198500,NEAR BAY
-122.2,37.96,9,6306,438,2581,911,6.7741,0,310700,NEAR BAY
-122.23,38.06,52,1350,438,490,257,3.125,0,171100,NEAR BAY
-122.23,38.05,52,1736,438,638,297,2.5517,0,147100,NEAR BAY
-122.21,38.06,52,2735,438,1076,487,3.6154,0,155700,NEAR BAY
-122.2,38.04,31,3029,438,1236,487,5.6022,0,197000,NEAR BAY
-122.26,38.03,25,2239,438,928,353,4.4474,0,203700,NEAR BAY
-122.27,38.04,47,1685,438,835,372,2.3103,0,134500,NEAR BAY
-122.26,38.03,41,1631,438,752,288,3.9345,0,150200,NEAR BAY
-122.26,38.04,41,2512,438,1179,480,2.694,0,123000,NEAR BAY
-122.25,38.05,30,1255,438,779,307,1.6767,0,147700,NEAR BAY
-122.32,38.06,4,7999,438,3596,1396,5.0969,0,174200,NEAR BAY
-122.28,38,26,2335,438,980,417,3.4471,0,178900,NEAR BAY
-122.29,38,16,4986,438,2805,1016,4.025,0,173200,NEAR BAY
-122.36,38.03,32,2159,438,981,369,4.3173,0,175400,NEAR BAY
-122.3,38,34,1712,438,956,341,4.4394,0,162000,NEAR BAY
-122.31,38,26,3735,438,1708,633,4.621,0,191100,NEAR BAY
-122.31,38.01,18,4123,438,1895,772,3.2759,0,195000,NEAR BAY
-122.28,37.99,28,3801,438,1654,571,4.375,0,193300,NEAR BAY
-122.26,37.98,28,2038,438,947,349,5.1178,0,198000,NEAR BAY
-122.27,37.99,16,4921,438,2312,725,5.8899,0,243200,NEAR BAY
-122.27,37.98,23,3455,438,1375,474,6.0289,0,218600,NEAR BAY
-122.26,38.02,5,3846,438,2053,716,5.0473,0,184800,NEAR BAY
-122.24,38.01,11,3751,438,1949,555,5.7862,0,269400,NEAR BAY
-122.24,38.01,16,2084,438,1154,307,6.0102,0,235600,NEAR BAY
-122.25,38,16,2978,438,1531,400,6.5006,0,237700,NEAR BAY
-122.26,38,14,2338,438,1003,398,4.2269,0,170500,NEAR BAY
-122.26,38,6,678,438,318,91,5.2375,0,246400,NEAR BAY
-122.27,38,15,1216,438,572,178,5.8418,0,240300,NEAR BAY
-122.27,38,12,1592,438,969,233,6.1576,0,248700,NEAR BAY
-122.26,38,5,6265,438,3326,872,6.2073,0,272900,NEAR BAY
-122.29,37.98,27,2133,438,850,350,5.1046,0,209800,NEAR BAY
-122.28,37.96,35,1579,438,734,264,5.5,0,201000,NEAR BAY
-122.27,37.97,10,15259,438,7266,2338,6.0666,0,272400,NEAR BAY
-122.3,37.97,30,4030,438,1777,718,3.6393,0,184000,NEAR BAY
-122.3,37.97,34,2854,438,1211,452,3.5353,0,164700,NEAR BAY
-122.29,37.97,20,3426,438,1512,580,4.4911,0,227400,NEAR BAY
-122.3,37.97,35,1811,438,911,340,3.375,0,149700,NEAR BAY
-122.29,37.94,20,7578,438,3637,1362,4.4387,0,190000,NEAR BAY
-122.32,37.95,37,1887,438,895,359,4.45,0,196600,NEAR BAY
-122.31,37.94,38,1794,438,810,335,3.8343,0,191400,NEAR BAY
-122.31,37.94,38,2172,438,945,384,4.3958,0,194200,NEAR BAY
-122.32,37.95,36,1425,438,573,239,4.35,0,185000,NEAR BAY
-122.31,37.99,25,6508,438,3259,1081,4.2348,0,157800,NEAR BAY
-122.3,37.98,25,3807,438,1821,792,3.6518,0,164300,NEAR BAY
-122.32,37.97,29,2347,438,1135,490,3.9722,0,161000,NEAR BAY
-122.32,38.01,26,3054,438,1495,496,4.6944,0,171100,NEAR BAY
-122.33,38,35,3779,438,2493,679,2.9781,0,109000,NEAR BAY
-122.31,38,29,3108,438,1687,516,4.3333,0,170800,NEAR BAY
-122.32,37.99,24,4865,438,2315,893,4.2852,0,173500,NEAR BAY
-122.32,38,32,2275,438,1233,418,4.0437,0,162800,NEAR BAY
-122.34,37.99,42,1531,438,1271,377,2.6167,0,85100,NEAR BAY
-122.33,37.98,3,2850,438,1024,515,6.0115,0,175000,NEAR BAY
-122.33,37.99,4,3999,438,1591,887,3.911,0,112500,NEAR BAY
-122.39,38,33,44,438,23,11,4.125,0,212500,NEAR BAY
-122.36,37.96,39,246,438,316,52,0.716,0,104200,NEAR BAY
-122.36,37.96,31,1157,438,956,232,1.5347,0,80400,NEAR BAY
-122.36,37.95,40,408,438,302,81,1.8333,0,69800,NEAR BAY
-122.37,37.95,35,215,438,100,34,1.6023,0,81300,NEAR BAY
-122.37,37.95,32,1298,438,716,268,0.9797,0,76400,NEAR BAY
-122.37,37.96,37,1572,438,1046,350,0.7403,0,68600,NEAR BAY
-122.41,37.98,36,60,438,42,25,1.4583,0,67500,NEAR BAY
-122.34,37.98,33,2014,438,1354,427,3.9773,0,131300,NEAR BAY
-122.35,37.98,34,3756,438,2237,686,3.7562,0,132900,NEAR BAY
-122.34,37.97,19,392,438,287,81,6.0426,0,110000,NEAR BAY
-122.35,37.96,32,1991,438,1139,423,2.0353,0,113600,NEAR BAY
-122.35,37.97,43,2178,438,1545,471,2.5863,0,112200,NEAR BAY
-122.35,37.97,31,2892,438,2104,641,3.2188,0,113800,NEAR BAY
-122.32,37.97,33,1595,438,991,300,4.6937,0,134100,NEAR BAY
-122.32,37.97,33,1156,438,643,209,4.5,0,156600,NEAR BAY
-122.33,37.97,19,5151,438,2548,1165,3.3125,0,158800,NEAR BAY
-122.33,37.98,32,1967,438,1144,364,4.4135,0,150100,NEAR BAY
-122.33,37.97,45,1982,438,1179,398,3.5463,0,130800,NEAR BAY
-122.34,37.97,19,2237,438,1438,551,2.3382,0,120700,NEAR BAY
-122.33,37.96,46,1222,438,819,251,3.9118,0,129400,NEAR BAY
-122.35,37.96,36,2191,438,1563,524,2.5164,0,114200,NEAR BAY
-122.35,37.96,29,1899,438,1357,443,1.875,0,97200,NEAR BAY
-122.35,37.96,35,1326,438,1023,295,2.0724,0,97700,NEAR BAY
-122.35,37.95,31,2449,438,1801,548,2.6328,0,110300,NEAR BAY
-122.35,37.96,34,1428,438,1272,319,2.5461,0,93900,NEAR BAY
-122.36,37.96,30,950,438,1073,280,1.8664,0,107800,NEAR BAY
-122.32,37.96,25,1728,438,934,412,3.375,0,133700,NEAR BAY
-122.32,37.96,34,2070,438,784,294,4.0417,0,182800,NEAR BAY
-122.32,37.95,35,1612,438,887,331,2.5769,0,146100,NEAR BAY
-122.33,37.95,22,2099,438,1135,509,2.1915,0,120800,NEAR BAY
-122.34,37.96,15,6487,438,3408,1560,2.1991,0,133300,NEAR BAY
-122.34,37.96,33,1817,438,1220,389,2.5382,0,103600,NEAR BAY
-122.32,37.94,38,2751,438,1390,489,3.7277,0,165100,NEAR BAY
-122.32,37.94,46,1901,438,833,352,5.5196,0,210800,NEAR BAY
-122.32,37.93,40,1141,438,434,196,3.9464,0,186900,NEAR BAY
-122.33,37.95,42,1627,438,848,316,3.7708,0,144600,NEAR BAY
-122.33,37.94,45,1226,438,590,260,2.8833,0,140400,NEAR BAY
-122.33,37.94,47,1882,438,797,342,3.5848,0,140800,NEAR BAY
-122.33,37.94,43,1876,438,807,377,3.1571,0,141600,NEAR BAY
-122.33,37.94,42,1695,438,719,334,3.9417,0,139100,NEAR BAY
-122.33,37.94,44,1769,438,828,309,4.0526,0,150800,NEAR BAY
-122.34,37.95,45,1128,438,702,270,3.6719,0,134100,NEAR BAY
-122.33,37.95,45,1585,438,981,373,3.0313,0,135800,NEAR BAY
-122.33,37.95,46,1543,438,777,322,4.0927,0,142600,NEAR BAY
-122.34,37.95,44,1675,438,806,311,3.0694,0,135300,NEAR BAY
-122.34,37.95,44,1788,438,933,329,2.875,0,133400,NEAR BAY
-122.34,37.95,39,1986,438,1041,385,3.2333,0,135100,NEAR BAY
-122.34,37.95,38,1340,438,766,241,3.2833,0,111700,NEAR BAY
-122.35,37.95,45,2142,438,1318,431,3.0737,0,111600,NEAR BAY
-122.35,37.95,42,1485,438,971,303,3.6094,0,114600,NEAR BAY
-122.36,37.95,38,1042,438,773,248,2.7714,0,104700,NEAR BAY
-122.34,37.94,47,2313,438,947,430,3.942,0,143300,NEAR BAY
-122.34,37.94,44,1917,438,936,435,2.7391,0,140300,NEAR BAY
-122.34,37.94,31,1611,438,786,411,1.681,0,145500,NEAR BAY
-122.34,37.94,42,2206,438,989,444,3.125,0,143900,NEAR BAY
-122.35,37.94,45,2112,438,1406,452,2.3456,0,105200,NEAR BAY
-122.35,37.94,34,1880,438,1358,422,1.6571,0,105200,NEAR BAY
-122.35,37.94,47,1275,438,844,273,2.8967,0,95600,NEAR BAY
-122.36,37.95,38,1066,438,729,286,1.5139,0,81700,NEAR BAY
-122.36,37.94,45,907,438,479,161,3.0862,0,79000,NEAR BAY
-122.36,37.94,27,844,438,583,265,0.9687,0,105800,NEAR BAY
-122.36,37.94,26,1540,438,1007,338,1.3365,0,72900,NEAR BAY
-122.36,37.94,41,2591,438,1638,462,1.822,0,79700,NEAR BAY
-122.37,37.94,49,969,438,599,195,1.3167,0,71600,NEAR BAY
-122.35,37.93,19,1334,438,1048,316,1.7865,0,88000,NEAR BAY
-122.35,37.93,28,1995,438,1182,439,2.3352,0,84300,NEAR BAY
-122.36,37.94,43,369,438,371,111,1.6,0,79400,NEAR BAY
-122.36,37.93,17,1258,438,885,229,3.05,0,121600,NEAR BAY
-122.37,37.94,40,1064,438,912,239,1.0521,0,69100,NEAR BAY
-122.37,37.93,45,3150,438,1798,749,1.75,0,37900,NEAR BAY
-122.38,37.91,18,3507,438,1224,676,5.0524,0,269800,NEAR BAY
-122.42,37.93,47,3453,438,1353,728,4.016,0,274500,NEAR BAY
-122.41,37.94,52,154,438,89,38,3.2875,0,275000,NEAR BAY
-122.34,37.93,30,2515,438,1327,428,2.1287,0,95000,NEAR BAY
-122.35,37.93,39,2002,438,1166,395,1.7257,0,91500,NEAR BAY
-122.36,37.93,44,1891,438,1047,432,1.7727,0,86100,NEAR BAY
-122.36,37.93,42,1796,438,1107,372,1.9375,0,87000,NEAR BAY
-122.37,37.93,37,709,438,644,174,0.8641,0,84200,NEAR BAY
-122.33,37.91,36,1954,438,1437,440,1.125,0,93800,NEAR BAY
-122.35,37.92,36,921,438,585,236,1.9224,0,94000,NEAR BAY
-122.36,37.92,52,215,438,126,43,1.3929,0,104200,NEAR BAY
-122.35,37.91,4,2851,438,1285,712,4.2895,0,186800,NEAR BAY
-122.33,37.93,34,2326,438,1356,441,2.3475,0,90300,NEAR BAY
-122.33,37.93,27,2158,438,1220,442,3.0156,0,111500,NEAR BAY
-122.34,37.93,32,2389,438,1672,584,1.4423,0,88300,NEAR BAY
-122.34,37.93,45,2225,438,1304,459,2.64,0,112100,NEAR BAY
-122.35,37.93,41,268,438,198,82,3.2222,0,156300,NEAR BAY
-122.32,37.92,29,2304,438,1377,454,5.0187,0,140600,NEAR BAY
-122.33,37.92,26,3887,438,2512,740,2.2301,0,122400,NEAR BAY
-122.32,37.92,28,4649,438,2606,953,3.2674,0,129100,NEAR BAY
-122.32,37.91,34,2669,438,1341,555,2.6399,0,119600,NEAR BAY
-122.31,37.91,39,2955,438,1417,682,2.7628,0,167800,NEAR BAY
-122.31,37.91,43,2549,438,1060,528,3.6417,0,178400,NEAR BAY
-122.31,37.91,45,3924,438,1992,773,4.1146,0,177800,NEAR BAY
-122.31,37.93,39,2505,438,872,345,5.3433,0,286500,NEAR BAY
-122.31,37.93,36,2403,438,917,404,5.0399,0,253400,NEAR BAY
-122.32,37.93,40,3056,438,1103,481,5.1067,0,247300,NEAR BAY
-122.32,37.94,47,1911,438,697,275,6.2712,0,267700,NEAR BAY
-122.3,37.92,32,3943,438,1524,614,6.0677,0,321600,NEAR BAY
-122.29,37.92,35,583,438,235,84,5.943,0,288200,NEAR BAY
-122.29,37.92,32,1736,438,602,231,6.516,0,401000,NEAR BAY
-122.3,37.93,34,2254,438,715,306,4.5,0,304000,NEAR BAY
-122.31,37.93,36,1526,438,696,263,3.5089,0,261900,NEAR BAY
-122.32,37.93,33,296,438,216,63,2.675,0,22500,NEAR BAY
-122.31,37.92,30,1014,438,537,204,2.8456,0,183300,NEAR BAY
-122.31,37.92,38,1250,438,631,279,3.724,0,220100,NEAR BAY
-122.31,37.92,12,1895,438,983,519,2.5,0,195800,NEAR BAY
-122.32,37.92,22,1119,438,565,199,3.3594,0,186900,NEAR BAY
-122.31,37.92,43,2116,438,900,361,4.1587,0,212200,NEAR BAY
-122.3,37.92,33,1615,438,710,285,4.0804,0,239000,NEAR BAY
-122.31,37.91,31,1432,438,681,348,2.7243,0,218100,NEAR BAY
-122.3,37.91,39,2686,438,1159,559,2.9441,0,200400,NEAR BAY
-122.3,37.91,40,2866,438,1305,589,3.6321,0,209100,NEAR BAY
-122.3,37.9,37,2125,438,912,462,2.9219,0,217200,NEAR BAY
-122.3,37.9,41,2053,438,873,415,3.4091,0,223000,NEAR BAY
-122.3,37.9,35,1102,438,688,303,2.3946,0,141700,NEAR BAY
-122.3,37.9,30,1772,438,880,437,2.2672,0,162500,NEAR BAY
-122.29,37.92,36,1450,438,568,234,6,0,311400,NEAR BAY
-122.29,37.91,38,2591,438,905,378,5.1691,0,263200,NEAR BAY
-122.29,37.91,46,2085,438,748,354,4.0536,0,262000,NEAR BAY
-122.29,37.91,40,2085,438,796,339,5.5357,0,273700,NEAR BAY
-122.29,37.9,52,2657,438,1131,489,4.4286,0,234900,NEAR BAY
-122.28,37.91,38,2501,438,805,329,6.5576,0,358500,NEAR BAY
-122.28,37.9,49,3191,438,1148,507,6.3538,0,333700,NEAR BAY
-122.28,37.9,52,1369,438,490,248,4.1212,0,287500,NEAR BAY
-122.28,37.91,41,3009,438,1053,490,5.828,0,324400,NEAR BAY
-122.27,37.91,47,1930,438,692,296,6.3669,0,315500,NEAR BAY
-122.28,37.91,48,2083,438,685,286,7.3089,0,331200,NEAR BAY
-124.17,41.8,16,2739,438,1259,436,3.7557,0,109400,NEAR OCEAN
-124.3,41.8,19,2672,438,1298,478,1.9797,0,85800,NEAR OCEAN
-124.23,41.75,11,3159,438,1343,479,2.4805,0,73200,NEAR OCEAN
-124.21,41.77,17,3461,438,1947,647,2.5795,0,68400,NEAR OCEAN
-124.19,41.78,15,3140,438,1645,640,1.6654,0,74600,NEAR OCEAN
-124.22,41.73,28,3003,438,1530,653,1.7038,0,78300,NEAR OCEAN
-124.21,41.75,20,3810,438,1993,721,2.0074,0,66900,NEAR OCEAN
-124.17,41.76,20,2673,438,1282,514,2.4605,0,105900,NEAR OCEAN
-124.16,41.74,15,2715,438,1532,530,2.1829,0,69500,NEAR OCEAN
-124.14,41.95,21,2696,438,1208,494,2.275,0,122400,NEAR OCEAN
-124.16,41.92,19,1668,438,841,283,2.1336,0,75000,NEAR OCEAN
-124.3,41.84,17,2677,438,1244,456,3.0313,0,103600,NEAR OCEAN
-124.15,41.81,17,3276,438,3546,585,2.2868,0,103100,NEAR OCEAN
-123.91,41.68,22,1880,438,743,314,2.9688,3,152700,<1H OCEAN
-123.83,41.88,18,1504,438,660,258,3.13,3,116700,<1H OCEAN
-123.92,41.54,22,2920,438,1382,499,2.0202,0,71100,NEAR OCEAN
-119.94,38.96,20,1451,438,467,255,1.5536,4,212500,INLAND
-119.95,38.95,8,430,438,36,18,2.625,4,187500,INLAND
-119.95,38.95,22,1058,438,851,269,2.02,4,87500,INLAND
-119.95,38.95,21,2046,438,952,353,1.7245,4,92200,INLAND
-119.94,38.95,25,1789,438,1134,396,2.32,4,91300,INLAND
-119.95,38.94,24,2180,438,755,223,2.5875,4,173400,INLAND
-119.93,38.94,27,1709,438,97,44,2.4917,4,200000,INLAND
-119.97,38.94,26,1485,438,406,180,1.9667,4,84600,INLAND
-119.97,38.93,24,856,438,388,108,3.1806,4,107200,INLAND
-119.98,38.96,25,2443,438,868,342,3.5417,4,114800,INLAND
-119.96,38.94,19,1429,438,585,188,2.2589,4,131600,INLAND
-119.96,38.94,27,1492,438,717,254,1.8906,4,104200,INLAND
-119.96,38.93,22,2731,438,1215,483,2.83,4,110500,INLAND
-119.94,38.92,24,1258,438,235,96,4.6,4,136800,INLAND
-119.98,38.94,25,1339,438,503,219,1.9018,4,109700,INLAND
-119.98,38.94,23,1564,438,339,147,4.0417,4,99300,INLAND
-119.99,38.94,24,1216,438,421,185,3.1625,4,103600,INLAND
-119.99,38.94,22,3119,438,786,351,3.0806,4,118500,INLAND
-119.99,38.93,23,1882,438,673,277,2.9091,4,141900,INLAND
-119.98,38.93,28,1194,438,494,203,2.3281,4,85800,INLAND
-119.98,38.93,25,1262,438,534,226,2.6607,4,90400,INLAND
-119.98,38.92,27,2682,438,1010,399,3.15,4,86900,INLAND
-119.98,38.92,28,1408,438,522,221,2.0708,4,89600,INLAND
-120,38.93,17,8005,438,999,383,3.9722,4,313400,INLAND
-120.01,38.93,22,3080,438,1045,425,2.996,4,126100,INLAND
-120,38.92,17,1106,438,466,180,3.3295,4,126600,INLAND
-120,38.92,26,529,438,191,83,3.5,4,103600,INLAND
-120.01,38.92,23,964,438,485,198,1.7188,4,96100,INLAND
-120.01,38.92,25,1758,438,689,278,2.675,4,104200,INLAND
-120.02,38.91,22,2138,438,829,330,2.2056,4,107200,INLAND
-120.02,38.92,24,1194,438,414,151,3.2396,4,101900,INLAND
-120.01,38.91,27,968,438,283,143,2.0938,4,94400,INLAND
-120.01,38.91,17,2732,438,1005,499,1.9851,4,86700,INLAND
-120.01,38.89,24,1669,438,589,281,3.0089,4,100800,INLAND
-120,38.9,21,1653,438,737,308,1.9727,4,114100,INLAND
-119.99,38.88,17,2807,438,675,251,2.7457,4,107800,INLAND
-119.98,38.9,16,3109,438,885,334,3.5,4,134700,INLAND
-119.92,38.91,15,3831,438,984,328,5.0718,4,162500,INLAND
-120,38.87,12,1437,438,395,144,4.225,4,127600,INLAND
-119.96,38.84,17,2722,438,828,289,3.5714,4,109700,INLAND
-120.02,38.76,15,3142,438,725,285,4.3333,4,121400,INLAND
-120.04,38.86,16,2708,438,712,261,3.7891,4,117700,INLAND
-120.03,38.89,15,3042,438,918,336,3.8333,4,118800,INLAND
-120.02,38.86,19,2429,438,883,300,3.017,4,97600,INLAND
-120.13,39.06,22,2465,438,381,146,2.875,4,87500,INLAND
-120.16,39.04,18,2040,438,350,129,4.0313,4,126000,INLAND
-120.16,39.01,16,1463,438,54,26,4.975,4,206300,INLAND
-120.06,39.01,19,2967,438,112,48,4.0714,4,437500,INLAND
-120.1,38.91,33,1561,438,30,11,1.875,4,500001,INLAND
-120.97,38.91,7,4341,438,1978,682,4.8311,4,172200,INLAND
-121.04,38.81,11,3522,438,1456,544,3.93,4,163400,INLAND
-120.72,38.94,10,1604,438,540,190,3.7625,4,113200,INLAND
-120.88,38.91,15,3876,438,1960,691,2.902,4,127300,INLAND
-120.92,38.86,11,1720,438,850,326,3.2027,4,128600,INLAND
-120.87,38.83,12,2180,438,1070,377,2.8562,4,128200,INLAND
-120.84,38.81,11,1280,438,609,248,3.1635,4,132600,INLAND
-120.81,38.89,17,1438,438,675,268,2.9444,4,119300,INLAND
-120.79,38.83,15,1374,438,709,239,1.7222,4,118500,INLAND
-120.71,38.85,8,1877,438,884,323,3.4688,4,120100,INLAND
-120.5,38.87,10,81,438,55,16,4.9583,4,87500,INLAND
-120.3,38.9,11,1961,438,113,53,0.9227,4,95500,INLAND
-121.09,38.68,15,5218,438,1949,659,4.7083,4,213300,INLAND
-121.08,38.67,10,2499,438,1040,333,6.844,4,239600,INLAND
-121.07,38.66,22,1831,438,813,269,4.6394,4,173400,INLAND
-121.06,38.7,9,13255,438,5001,1627,6.314,4,228900,INLAND
-121,38.58,12,3425,438,1357,451,5.3344,4,217500,INLAND
-121.01,38.73,7,6322,438,2957,1024,4.7276,4,197500,INLAND
-120.99,38.69,5,5743,438,2651,962,4.1163,4,172500,INLAND
-121.02,38.66,4,7392,438,3096,1065,4.5246,4,198900,INLAND
-120.99,38.67,8,4913,438,2005,723,5.4413,4,187900,INLAND
-120.98,38.67,13,3432,438,1286,470,5.584,4,186600,INLAND
-120.98,38.66,9,2073,438,916,373,3.225,4,163300,INLAND
-120.98,38.68,5,4810,438,2242,900,3.2964,4,176900,INLAND
-120.95,38.69,10,3421,438,1689,545,5.2032,4,217100,INLAND
-120.96,38.66,11,2339,438,1062,380,3.9036,4,180800,INLAND
-120.97,38.65,9,3707,438,1601,555,4.0714,4,300600,INLAND
-120.93,38.65,12,2213,438,1097,351,4.5568,4,170100,INLAND
-120.91,38.62,12,4545,438,2033,718,4.1843,4,207600,INLAND
-120.95,38.79,12,3247,438,1459,517,4.3981,4,202800,INLAND
-120.93,38.77,9,2229,438,788,341,5.5111,4,196300,INLAND
-120.91,38.73,11,5460,438,2645,838,4.835,4,230600,INLAND
-120.87,38.71,13,2692,438,1302,420,4,4,167400,INLAND
-120.84,38.77,11,1013,438,410,158,4.825,4,184600,INLAND
-120.86,38.75,15,1533,438,674,287,2.5625,4,146100,INLAND
-120.83,38.74,17,3685,438,1714,734,2.2269,4,128300,INLAND
-120.84,38.73,17,2616,438,1158,457,2.8807,4,142600,INLAND
-120.81,38.73,38,2005,438,882,353,2.5104,4,120500,INLAND
-120.78,38.74,28,4236,438,2008,881,2.1603,4,111300,INLAND
-120.81,38.74,29,2259,438,1099,463,2.3314,4,121600,INLAND
-120.76,38.76,21,3509,438,1576,564,2.6392,4,148500,INLAND
-120.76,38.73,17,512,438,314,140,1.5625,4,108300,INLAND
-120.78,38.73,31,3117,438,1606,588,2.9844,4,127900,INLAND
-120.81,38.73,42,1276,438,799,259,2.7273,4,128600,INLAND
-120.78,38.72,19,4414,438,1865,699,3.6406,4,150900,INLAND
-120.67,38.76,35,2104,438,1060,400,2.1682,4,138100,INLAND
-120.7,38.75,19,2325,438,967,376,2.9,4,158700,INLAND
-120.71,38.73,17,2146,438,862,351,2.9219,4,141300,INLAND
-120.58,38.77,15,2155,438,857,356,4.03,4,141200,INLAND
-120.58,38.77,21,1661,438,789,319,2.3583,4,108700,INLAND
-120.6,38.76,22,1236,438,615,248,3.0217,4,106900,INLAND
-120.59,38.76,21,1728,438,731,334,1.7266,4,94700,INLAND
-120.63,38.75,17,3145,438,1432,559,2.7201,4,117500,INLAND
-120.7,38.69,13,4492,438,2093,734,4.0709,4,151700,INLAND
-120.63,38.73,11,4577,438,1944,700,4.0675,4,140200,INLAND
-120.62,38.71,10,6305,438,2597,921,4.0197,4,132200,INLAND
-120.63,38.68,14,1821,438,769,266,3.0789,4,131700,INLAND
-120.54,38.75,9,3006,438,1102,418,3.9812,4,136600,INLAND
-120.76,38.6,14,2925,438,1226,437,2.5865,4,133800,INLAND
-120.66,38.61,19,2715,438,1301,473,2.5042,4,126400,INLAND
-120.72,38.57,8,892,438,427,164,2.6833,4,118800,INLAND
-120.59,38.53,15,432,438,208,73,3.6125,4,100000,INLAND
-120.44,38.61,9,2598,438,796,297,3.5192,4,98000,INLAND
-120.32,38.71,13,1115,438,86,32,3.5667,4,115600,INLAND
-120.08,38.8,34,1988,438,36,15,4.625,4,162500,INLAND
-120.88,38.58,8,3417,438,1703,623,4.0827,4,170700,INLAND
-120.84,38.63,12,1313,438,731,232,5.7373,4,208300,INLAND
-120.81,38.67,14,8396,438,3952,1474,3.0565,4,118800,INLAND
-120.76,38.65,17,2319,438,1126,372,3.5511,4,155900,INLAND
-120.85,38.69,18,5928,438,2697,1096,3.4872,4,141400,INLAND
-120.79,38.7,13,5036,438,2243,923,2.3319,4,138500,INLAND
-119.81,36.73,51,956,438,662,180,2.101,4,56700,INLAND
-119.81,36.73,47,1314,438,1155,326,1.372,4,49600,INLAND
-119.81,36.74,36,607,438,483,146,1.5625,4,47500,INLAND
-119.79,36.73,52,112,438,193,40,1.975,4,47500,INLAND
-119.8,36.73,45,925,438,797,228,1.7011,4,44800,INLAND
-119.8,36.72,43,1286,438,972,345,0.9513,4,50400,INLAND
-119.81,36.72,46,1414,438,902,243,1.5833,4,56700,INLAND
-119.81,36.73,50,772,438,606,167,2.2206,4,59200,INLAND
-119.77,36.73,44,1960,438,1286,381,2.1518,4,53000,INLAND
-119.77,36.72,43,1763,438,1623,390,1.4427,4,47700,INLAND
-119.78,36.73,52,1377,438,1280,259,1.2344,4,43300,INLAND
-119.77,36.73,45,1081,438,821,230,1.7829,4,52600,INLAND
-119.77,36.75,39,1287,438,1386,306,1.5227,4,46900,INLAND
-119.77,36.74,20,1855,438,1091,443,1.5547,4,93900,INLAND
-119.78,36.74,15,1461,438,924,356,2.5045,4,90300,INLAND
-119.78,36.75,35,2114,438,2050,474,1.2375,4,50000,INLAND
-119.78,36.75,31,1404,438,1515,387,1.2813,4,56400,INLAND
-119.79,36.74,35,853,438,1228,289,1.0513,4,39600,INLAND
-119.79,36.74,52,173,438,401,84,2.1094,4,75000,INLAND
-119.8,36.74,25,1717,438,1343,471,0.799,4,51800,INLAND
-119.8,36.75,41,1659,438,1391,447,1.3527,4,61200,INLAND
-119.79,36.75,33,3161,438,3530,846,1.123,4,46700,INLAND
-119.82,36.74,52,610,438,406,122,1.8967,4,43800,INLAND
-119.82,36.72,25,2581,438,1642,509,1.6435,4,52600,INLAND
-119.82,36.72,17,1276,438,927,238,2.6176,4,54100,INLAND
-119.83,36.73,21,1702,438,1347,316,2.4137,4,62100,INLAND
-119.83,36.72,28,60,438,46,13,4.35,4,67500,INLAND
-119.83,36.71,43,355,438,233,75,2.4167,4,73900,INLAND
-119.79,36.72,19,1719,438,1369,368,1.25,4,53000,INLAND
-119.8,36.71,29,1541,438,1007,313,2.0043,4,53500,INLAND
-119.81,36.71,25,1026,438,789,183,1.5625,4,52800,INLAND
-119.8,36.72,19,1334,438,1171,319,1.0481,4,48500,INLAND
-119.8,36.72,15,1908,438,1383,375,1.0472,4,57800,INLAND
-119.79,36.7,23,1731,438,1210,341,1.3922,4,49500,INLAND
-119.8,36.7,28,1592,438,962,282,1.3304,4,51300,INLAND
-119.81,36.7,52,314,438,178,66,1.2404,4,52500,INLAND
-119.78,36.72,22,354,438,530,115,2.1458,4,34400,INLAND
-119.79,36.72,41,1562,438,927,277,1.3047,4,44100,INLAND
-119.78,36.71,35,1987,438,1233,383,1.3587,4,45300,INLAND
-119.74,36.71,17,5872,438,5034,1224,2.1905,4,61800,INLAND
-119.76,36.71,29,1745,438,1530,391,1.5611,4,44400,INLAND
-119.76,36.72,24,1240,438,1035,232,2.875,4,60600,INLAND
-119.75,36.71,38,1481,438,1543,372,1.4577,4,49800,INLAND
-119.74,36.73,34,1254,438,1056,279,2.3269,4,50800,INLAND
-119.74,36.72,25,3972,438,2863,729,2.1304,4,58500,INLAND
-119.75,36.72,22,3247,438,4179,881,1.3343,4,60800,INLAND
-119.76,36.73,46,1347,438,854,267,1.8723,4,52600,INLAND
-119.76,36.73,39,1553,438,1449,341,1.4419,4,45500,INLAND
-119.75,36.73,39,2290,438,1685,536,1.6325,4,52100,INLAND
-119.74,36.73,42,1236,438,946,261,2.0536,4,50000,INLAND
-119.69,36.75,6,1926,438,965,316,4.7463,4,93100,INLAND
